,FACILITY_ID,FACILITY_NAME,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,STREET_UNIT,PHONE,EXT,SECOND_PHONE,SECOND_EXT,ADDRESS_KEY,ADDRESS_ID,DAYS_OF_OPERATION,HMCD_CATEGORY,HOURS_OF_OPERATION,CROSS_REF,FACILITY_OWNER_ID,PROPERTY_OWNER_ID,EMPLOYEES,BUS_NAME,IS_LAND_TRUST,SITE_ADDRESS,ADDRESS2,CROSS_STREET,CITY,STATE,ZIP,CENSUS,DISTRICT,LOCATION,CITY_CODE,MADDRESS1,MADDRESS2,MCAREOF,MCITY,MSTATE,MZIP,UPDATE_ACCT_REC,ACCTREC_ADDR,APN,SIC_CODE,AID,KEY1,KEY2,COMMENT1,DATE1,COMMENT2,CODE_1,BUS_CODE,CODE_2,BUS_TYPE,CODE_3,NOB,HMIRRP_DATE,WATER,PROCESS_EMITTENTS,STACK,GAS_EMISSIONS,PROGRAM,HAZMAT,PERMIT,EMISSION_FACTORS,CDS,SOURCE_TEST_DATA,CROP,WATER_WELL_PERMIT,COMPLAIN,SERVICE_REQUEST,ONSITE,SEPTIC,JURISDICTION,DATE_CERTIFIED,OWNER_SWITCH_DATE,SIGNATURE_OF_OWNER,ENTERED_DATE,ENTERED_BY,UPDATE_DATE,UPDATE_BY,MCOUNTRY_CODE,UDF_LATITUDE_OLD,UDF_LONGITUDE_OLD,LAST_TOUCHED,owner_id,code,city_name,status,ADDITION,BLOCK,LOT,SPLIT,FAX,EMAIL,NOTIFICATION_STATUS,PERMIT_STATUS_FACILITY,PERMIT_STATUS_INTERIM,PERMIT_STATUS_STANDARD,PERMIT_STATUS_VARIANCE,PERMIT_STATUS_CONSENT,CERT_NAME,CERT_TITLE,CERT_DATE,HYPHEN_FRACTION,POST_DIRECTIONAL,STREET_UNIT_TYPE,TEMP_FACILITY_ID,BFS_LAST_TOUCHED,IS_SHORT_REVIEW_PERIOD,REQUEST_REASON,IS_ALL_ONE_UNIT,IS_ALL_PLOT_PLAN,IS_PBRCA_CLOSURE_FINANCIAL,IS_PBRCA_SELF_CERTIFIED,IS_PBRCA_OTHER,IS_PBRCA_PRIOR_HISTORY,IS_PBR_TANK,IS_PBR_NOTIFY_AGENCY,IS_PBR_NOTIFY_OWNER,CONTRIBUTOR,CROSS_REF2,GIS_LATITUDE,GIS_LONGITUDE,GIS_ELEVATION,IS_NON_SMOKING,CONSOLIDATE_NRT,FAX_EXT,NAICS_CODE,SWIS_NUMBER,COUNTRY_CODE,OID,CERS_ID,CUPA_FACILITY_ID,IS_TEAM_CANDIDATE,SITE_ADDRESS_SUPPLEMENTAL,HORIZONTAL_ACCURACY_MEASURE,HORIZONTAL_COLLECTION_METHOD,GEOGRAPHIC_REFERENCE_POINT,HORIZONTAL_REFERENCE_DATUM,ORGANIZATION_CODE,ORGANIZATION_NAME,DATA_COLLECTION_DATE,FACILITY_STATUS,UDF_RESULTCODE,UDF_MATCHCODE,UDF_LOCATIONCO,GEOCODESTATE,UDF_WELL_PWSID
887,FA0000905,McDonalds Restaurant BR 2,2017.0,,Prairie Center,Pkwy,,7206857855.0,,,,   2017Prairie CenterPkwyBrighton,9184,,,,,OW0001126,,,,N,2017 Prairie Center Pkwy ,,,Brighton,CO,80601,53,1.0,,,2017 Prairie Center Pkwy,,,Brighton,CO,80601,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,2.0,1.0,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3034999864.0,richard.boselli@partners.mcd.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.943016,-104.936974,,,,,,,,3AD56BC1-566C-48C0-A3CA-193902A75D2C,,,N,,,,,,,,,Active,,,,,
888,FA0000906,McDonalds,611.0,E,120th,Ave,,7208720121.0,,,,    611E120thAveThornton,11061,,,,,OW0001129,,,,N,611 E 120th Ave ,611 E 120th Avenue ,,Thornton,CO,80241,56,1.0,,,611 E 120th Avenue,,,Thornton,CO,80241,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,6.0,1.0,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,mcdboselli@mho.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.827156,-104.903374,,,,,,,,F57CF838-AE99-43CD-9792-0DAF05BA874C,,,N,,,,,,,,,Active,,,,,
889,FA0000907,McDonalds,7400.0,,Federal,Blvd,,3034299226.0,,,,   7400FederalBlvdWestminster,9182,,,,,OW0001129,,,,N,7400 Federal Blvd ,,,Westminster,CO,80030,52,1.0,,,7400 Federal Blvd,,,Westminster,CO,80030,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,3.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3034291595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.884968,-105.020103,,,,,,,,816BB0C1-4A11-4529-9639-FB7F75787BC2,,,N,,,,,,,,,Active,,,,,
890,FA0000908,McDonalds,9190.0,,Federal,Blvd,,3034261535.0,,,,   9190FederalBlvdFederal Heights,9181,,,,,OW0001129,,,,N,9190 Federal Blvd ,,,Federal Heights,CO,80221,52,1.0,,,9190 Federal Blvd,,,Federal Heights,CO,80221,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,14.0,1.0,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.886166,-104.993195,,,,,,,,B2A305D8-5F90-4D84-BB99-4F7FD76912DA,,,N,,,,,,,,,Active,,,,,
891,FA0000909,McDonalds,9901.0,,Grant,St,,3034518658.0,,,,   9901GrantStThornton,4960,,,,,OW0001129,,,,N,9901 Grant St ,9901 N Grant Street,,Thornton,CO,80229,52,1.0,,,9901 N Grant Street,,,Thornton,CO,80229,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,4.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.890614,-104.993317,,,,,,,,1F574EE0-86BE-414C-9C87-80AAC0F7F8D0,,,N,,,,,,,,,Active,,,,,
892,FA0000910,McDonalds 11866,5155.0,W,72nd,Ave,,3034287491.0,,,,   5155W72ndAveWestminster,11338,,,,,OW0001129,,,,N,5155 W 72nd Ave ,5155 W 72nd Avenue ,,Westminster,CO,80030,50,1.0,,,5155 W 72nd Avenue,,,Westminster,CO,80030,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,1.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8273275557,-105.0526609954,,,,,,,,EF2AE3ED-976E-487A-B95E-7B55D483A489,,,N,,,,,,,,,Inactive,,,,,
893,FA0000911,McDonalds 2878,8700.0,,Washington,St,,3032894886.0,,,,   8700WashingtonStThornton,9179,,,,,OW0001129,,,,N,8700 Washington St ,8700 Washington Street,,Thornton,CO,80229,56,1.0,,,8700 Washington Street,,,Thornton,CO,80229,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,11.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.986725,-104.82505,,,,,,,,991D961B-5C86-4021-B215-CE60A4FE2B42,,,N,,,,,,,,,Active,,,,,
894,FA0000912,McDonalds 33159,10400.0,,Belle Creek,Blvd,,3032893207.0,,,,  10400Belle CreekBlvdHenderson,9178,,,,,OW0001129,,,,N,10400 Belle Creek Blvd ,,,Henderson,CO,80640,55,1.0,,,10400 Belle Creek Blvd,,,Henderson,CO,80640,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,5.0,1.0,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,michellerog@mho.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.861187,-104.943985,,,,,,,,1431899C-7812-4029-966C-DFF1916E0844,,,N,,,,,,,,,Active,,,,,
895,FA0000913,McDonalds Restaurant,10195.0,,Washington,St,,3034525119.0,,,,  10195WashingtonStThornton,9177,,,,,OW0001129,,,,N,10195 Washington St ,10195 Washington Street,,Thornton,CO,80229,54,1.0,,,10195 Washington Street,,,Thornton,CO,80229,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,3.0,1.0,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,mcdboselli@mho.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.986721,-104.813889,,,,,,,,B78C3D73-7D34-45E8-9272-BA8FB880A8B1,,,N,,,,,,,,,Active,,,,,
896,FA0000914,McDonalds Restaurant,2890.0,W,104th,Ave,,3034270910.0,,,,   2890W104thAveFederal Heights,11165,,,,,OW0001129,,,,N,2890 W 104th Ave ,2890 W 104th Avenue ,,Federal Heights,CO,80260,56,1.0,,,2890 W 104th Avenue,,,Federal Heights,CO,80260,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,4.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,mcd.2611@us.stores.mcd.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.797161,-104.97818,,,,,,,,E1066505-60E5-4FBE-BAF6-8BB06E54DD81,,,N,,,,,,,,,Active,,,,,
897,FA0000915,McDonalds Restaurant,3690.0,E,104th,Ave,,3034530708.0,,,,   3690E104thAveThornton,11164,,,,,OW0001129,,,,N,3690 E 104th Ave ,3690 E 104th Avenue ,,Thornton,CO,80233,55,1.0,,,3690 E 104th Avenue,,,Thornton,CO,80233,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,5.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,mcdboselli@mho.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.804352,-104.931183,,,,,,,,900A6A0D-3D5F-44C6-AE66-8CE6B16A8B1B,,,N,,,,,,,,,Active,,,,,
898,FA0000916,McDonalds Restaurant,3994.0,E,120th,Ave,,3034500428.0,,,,   3994E120thAveThornton,11060,,,,,OW0001129,,,,N,3994 E 120th Ave ,3994 E 120th Avenue ,,Thornton,CO,80233,50,1.0,,,3994 E 120th Avenue,,,Thornton,CO,80233,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,12.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,mcdboselli@mho.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.818317,-105.031876,,,,,,,,3CFCCE4A-7F40-4A04-BB39-860183E5A650,,,N,,,,,,,,,Active,,,,,
899,FA0000917,McDonalds Restaurant,599.0,W,104th,Ave,,3030000000.0,,,,    599W104thAveNorthglenn,11163,,,,,OW0001129,,,,N,599 W 104th Ave ,599 W 104th Avenue ,,Northglenn,CO,80234,56,1.0,,,599 W 104th Avenue,,,Northglenn,CO,80234,,O,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,7.0,1.0,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.797161,-104.97818,,,,,,,,9CC22888-FB1A-4135-8C93-4E946E2B17EA,,,N,,,,,,,,,Active,,,,,
900,FA0000918,Boston Market 1755,14110.0,E,Iliff,Ave,,3037554032.0,,,,  14110EIliffAveAurora,9172,,,,,OW0001134,,,,N,14110 E Iliff Ave ,14110 E Iliff Avenue,,Aurora,CO,80015,29,3.0,,,14110 E Iliff Avenue,,,Aurora,CO,80015,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,6.0,1.0,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3032738083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.674713,-104.823326,,,,,,,,C0870F43-F278-497F-8307-A1704A13884E,,,N,,,,,,,,,Active,S5HPNTSC-A,S90,AS0,,
901,FA0000919,Boston Market 207,8507.0,E,Arapahoe,Rd,,3036890040.0,,,,   8507EArapahoeRdGreenwood Village,9171,,,,,OW0001134,,,,N,8507 E Arapahoe Rd ,8507 E Arapahoe Road,,Greenwood Village,CO,80111,11,3.0,,,8507 E Arapahoe Road,,,Greenwood Village,CO,80111,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3032738083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.595161,-104.892563,,,,,,,,EFA17AD4-5C59-493F-AB15-E03F14A3E515,,,N,,,,,,,,,Active,S5HPNTSC-A,S90,AS0,,
902,FA0000920,Botas Mexico Western Wear,8915.0,,Washington,St,,3032868188.0,,,,   8915WashingtonStThornton,9170,,,,,OW0001136,,,,N,8915 Washington St ,8915 Washington Street,,Thornton,CO,80229,63,1.0,,,8915 Washington Street,,,Thornton,CO,80229,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.859160494,-104.9779263019,,,,,,,,4ACFE63C-82EB-469C-B0DB-D26A456EACDF,,,N,,,,,,,,,Active,,,,,
903,FA0000921,Fuego Fuego,740.0,,Peoria,St,,3033400565.0,,,,    740PeoriaStAurora,9169,,,8p-2a f-su,,OW0001139,,,,N,740 Peoria St ,,,Aurora,CO,80011,25,3.0,,,740 Peoria St,,,Aurora,CO,80011,,,,,,,,,,,12.0,,12.0,,16,,,,,,,1.0,,,,,,,,2.0,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7276037,-104.8471925296,,,,,,,,F0C31706-D70B-47B7-B1EB-C89B49E66EAC,,,N,,,,,,,,,Inactive,,,,,
904,FA0000922,Boulder Homeade,800.0,E,73rd,Ave,20,3034940366.0,,,,    800E73rdUnitAve20Denver,11308,,,,,OW0001140,,,,N,800 E 73rd Ave Unit 20,"800 E 73rd Avenue, Unit 20",,Denver,CO,80229,56,1.0,,,800 E 73rd Avenue,Unit 20,,Denver,CO,80229,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,scott@boldericecream.com,,,,,,,,,,,,Unit,,,,,,,,,,,,,,,,39.8290329329,-104.9776002059,,,,,,,,366E95DC-D5FA-49CA-BDB6-B412B4D4FBB9,,,N,,,,,,,,,Inactive,,,,,
905,FA0000923,Kasbah Club Reign The,15373.0,E,6th,Ave,B,3033670591.0,,,,  15373E6thUnitAveBAurora,11524,,,,,OW0001143,,,,N,15373 E 6th Ave Unit B,"15373 E 6th Avenue , Unit B",,Aurora,CO,80011,24,3.0,,,15373 E 6th Avenue,Unit B,,Aurora,CO,80011,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,2.0,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,kasbahdenver@gmail.com,,,,,,,,,,,,Unit,,,,,,,,,,,,,,,,39.725685,-104.809067,,,,,,,,BA7C55BE-D39E-469E-9355-03E04D9277B7,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
906,FA0000924,Bovas Italian Restaurant,7169.0,,Federal,Blvd,,3034276262.0,,,,   7169FederalBlvdWestminster,9167,,,,,OW0001147,,,,N,7169 Federal Blvd ,,,Westminster,CO,80030,52,1.0,,,7169 Federal Blvd,,,Westminster,CO,80030,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,6.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3034871986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.884968,-105.02018,,,,,,,,4D2DAD83-7979-4F70-9D2E-879F92E64D1A,,,N,,,,,,,,,Active,,,,,
907,FA0000925,Seven Eleven 25187A,595.0,,Havana,St,,3033408300.0,,,,    595HavanaStAurora,9166,,,,,OW0001153,,,,N,595 Havana St ,595 Havana Street,,Aurora,CO,80010,30,3.0,,,595 Havana Street,,,Aurora,CO,80010,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,Amber.ramos@7-11.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.725563,-104.865982,,,,,,,,ABB37995-2122-4B77-843B-25CD985B812C,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
908,FA0000926,Boy Scouts Troop 98,,,,,,7209776252.0,,,,       Northglenn,85,,,,,OW0001155,,,,N,,,,Northglenn,CO,80233,63,1.0,,,Temp Event,,,Northglenn,CO,80233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209776201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.885536646,-104.987199121,,,,,,,,E70505C9-A3B5-4A80-8DCA-6A542D69474C,,,N,,,,,,,,,Inactive,,,,,
909,FA0000927,Boyers Coffee Co Inc,7285.0,,Washington,St,,,,,,   7285WashingtonStDenver,9165,,,,,OW0001156,,,,N,7285 Washington St ,7285 Washington,,Denver,CO,80229,55,1.0,,,7285 Washington,,,Denver,CO,80229,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8288200319,-104.9779978339,,,,,,,,D3BC85DE-21F0-4883-8907-3CD7409A0E30,,,N,,,,,,,,,Inactive,,,,,
910,FA0000928,Boyers Coffee,7295.0,,Washington,St,,3032893345.0,,,,   7295WashingtonStDenver,9164,,,,,OW0011547,,,,N,7295 Washington St ,7295 Washington,,Denver,CO,80229,56,1.0,,,7295 Washington,,,Denver,CO,80229,,M,,,,,,,,,,,2.0,,3,,,,,,,2.0,,,,,,,,,,,,4.0,,2015-04-08 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3032892133.0,don@boyerscofee.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.986721,-104.815231,,,,,,,,1D0BED1B-9788-4ED8-8DC3-8C7CDD5B50EC,,,N,,,,,,,,,Active,,,,,
911,FA0000929,Boys Hope Girls Hope of Colorado,6718.0,S,Richfield,St,,7205242061.0,,,,   6718SRichfieldStFoxfield,9163,,,,,OW0001158,,,,N,6718 S Richfield St ,6718 S Richfield Street,,Foxfield,CO,80016,16,3.0,,,6718 S Richfield Street,,,Foxfield,CO,80016,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7205249103.0,mftharp@bhgh.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.594601,-104.787163,,,,,,,,A0EFFD30-96B2-468B-BDEF-EF9A451F7D02,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
912,FA0000930,Boys Hope of Colorado,6724.0,S,Buckley,Rd,,7205242061.0,,,,   6724SBuckleyRdAurora,9162,,,,,OW0001158,,,,N,6724 S Buckley Rd ,6724 S Buckley Road,,Aurora,CO,80016,16,3.0,,,6724 S Buckley Road,,,Aurora,CO,80016,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7205249103.0,lconti@bhgh.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.594364,-104.791862,,,,,,,,3A1589B1-BBFE-48BE-B937-799E7DBCED20,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
913,FA0000931,Caitlins,4379.0,E,Mississippi,Ave,,3037986600.0,,,,   4379EMississippiAveGlendale,9161,,,,,OW0001159,,,,N,4379 E Mississippi Ave ,4379 E Mississippi Avenue,,Glendale,CO,80246,12,3.0,,,4379 E Mississippi Avenue,,,Glendale,CO,80246,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.696655,-104.936356,,,,,,,,FD698A46-81C7-49F6-B5E4-0B91D17C01C3,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
914,FA0000932,Benders Brat Haus,700.0,S,Buckley,Rd,,3038723569.0,,,,    700SBuckleyRdAurora,9160,,,,,OW0001162,,,,N,700 S Buckley Rd ,700 S Buckley Road,,Aurora,CO,80017,25,3.0,,,700 S Buckley Road,,,Aurora,CO,80017,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,6.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.703491,-104.790771,,,,,,,,856446CD-5AE4-432A-9E2D-CE87E7B31721,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
915,FA0000933,Littleton Lodge BPOE 1650,5749.0,S,Curtice,St,,3030000000.0,,,,   5749SCurticeStLittleton,9159,,,,,OW0001164,,,,N,5749 S Curtice St ,5749 S Curtice,,Littleton,CO,80120,13,3.0,,,5749 S Curtice,,,Littleton,CO,80120,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,1.0,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,ltnelks1650@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.613041,-105.018471,,,,,,,,9CF9D57D-9589-4BB5-9148-2A387456297F,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
916,FA0000934,Englewood Lodge BPOE 2122,3690.0,S,Jason,St,,3037810256.0,,,,   3690SJasonStEnglewood,9158,,,,,OW0001166,,,,N,3690 S Jason St ,3690 S Jason Street,,Englewood,CO,80110,10,3.0,,,3690 S Jason Street,,,Englewood,CO,80110,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,2.0,,,,2.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,englewoodelks2122.sec@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.649731,-104.99929,,,,,,,,F7888ED5-18B8-44A1-9D6E-85BDEEEE56CA,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
917,FA0000935,Westminster Elks BPOE Lodge 2227,3850.0,,Elk,Dr,,3034292227.0,,,,   3850ElkDrWestminster,9157,,,,,OW0001167,,,,N,3850 Elk Dr ,3850 Elk Drive,,Westminster,CO,80030,51,1.0,,,3850 Elk Drive,,,Westminster,CO,80030,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.884228,-105.024994,,,,,,,,BE13F253-0C21-44C0-A03F-164C441BEE36,,,N,,,,,,,,,Active,,,,,
918,FA0000936,Highlands Ranch Learning Center Chateau,405.0,,Dad Clark,Dr,,3033467144.0,,,,    405Dad ClarkDrHighlands Ranch,9156,,,,,OW0001173,,,,N,405 Dad Clark Dr ,405 Dad Clark Blvd,,Highlands Ranch,CO,80126,38,18.0,,,405 Dad Clark Blvd,,,Highlands Ranch,CO,80126,,,,,,,,,,,,,2.0,,3,,,,,,,2.0,,,,,,,,8.0,,,,7.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-11-15 00:00:00.000,SWAUGH,,,,2017-11-15 13:47:08.763,,,,,,,,,3033462457.0,t.leidenberger@highlandsranchlearning.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5629697628,-104.9842129578,,,,,,,,B9A5C3A6-F204-4BD9-886A-C0A84893E478,,,N,,,,,,,,,Active,,,,,
